Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
IIN,IntriCon Corporation,14.45,98982745.65,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,153.26,39077239223,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,Intuitive Surgical; Inc.,388.85,43569801029,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
SNAK,Inventure Foods; Inc.,3.975,78812325,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,22.9,199431771.9,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,Investors Bancorp; Inc.,13.215,4046121906,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,186.33,351652410.5,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,1.275,43653506.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,Invuity; Inc.,8.45,144073066.2,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,Ionis Pharmaceuticals; Inc.,55.88,6973572764,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IOVA,Iovance Biotherapeutics; Inc.,8.05,584693371.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,0.56,37341412.64,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,17.71,50872311.49,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTUS,iPath US Treasury 2-year Bear ETN,32.9604,8521779.578,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,64.71,4480067.43,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear ETN,28.292,1077925.2,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,66.475,4832732.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,61.28,3444671.36,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,17.141,17287521.27,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
STPP,iPath US Treasury Steepener ETN,31.4903,4367704.61,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,223.58,12058676851,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
CSML,IQ Chaikin U.S. Small Cap ETF,27.02,287763027,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml
IRMD,iRadimed Corporation,13.8,146032193.4,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,iRhythm Technologies; Inc.,48.34,1098763704,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,8.21,94970505.02,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,10.925,1070332203,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,381.29,190645000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,68.8,1917769040,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,Ironwood Pharmaceuticals; Inc.,15.24,2282280830,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,56.46,42059877,744950,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,27.222,13611108.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.36,609356000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
CSJ,iShares 1-3 Year Credit Bond ETF,104.94,11957913000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csj
ISHG,iShares 1-3 Year International Treasury Bond ETF,82.855,78712250,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,84.16,11370016000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,124.13,7199540000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,122.82,7307790000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,105.82,7492056000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ief
AIA,iShares Asia 50 ETF,65.78,545974000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,36.86,261706000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
ISTB,iShares Core 1-5 Year USD Bond ETF,49.985,1154653500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/istb
IXUS,iShares Core MSCI Total International Stock ETF,62.03,7871607000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
IUSG,iShares Core S&P U.S. Growth ETF,52.53,2960065500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusg
IUSV,iShares Core S&P U.S. Value ETF,52.82,2704384000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusv
IUSB,iShares Core Total USD Bond Market ETF,50.72,1846208000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusb
HEWG,iShares Currency Hedged MSCI Germany ETF,29.19,687424500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hewg
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.024,10009600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susb
SUSC,iShares ESG USD Corporate Bond ETF,25.23,10092000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susc
XT,iShares Exponential Technologies ETF,34.79,1499449000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xt
FALN,iShares Fallen Angels USD Bond ETF,27.45,15097500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.71,38710000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.73,609465000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,45.63,1784133000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,49.59,126454500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.02,10204000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
CIU,iShares Intermediate Credit Bond ETF,109.35,7599825000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciu
IGOV,iShares International Treasury Bond ETF,48.78,802431000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,114.44,11627104000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emb
MBB,iShares MBS ETF,106.51,11673496000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbb
JKI,iShares Morningstar Mid-Cap ETF,151.9446,402653190,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,49.18,2960636000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,70.37,7965884000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,76.08,4564800000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,15.11,74794500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,67.38,2722152000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,67.015,127328500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,62.43,9826482000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,72.05,111677500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,73.6,570400000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMXC,iShares MSCI Emerging Markets ex China ETF,52.57,10514000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emxc
EUFN,iShares MSCI Europe Financials Sector Index Fund,22.84,2008778000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,55.57,177824000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
RING,iShares MSCI Global Gold Miners ETF,18.06,343140000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ring
MPCT,iShares MSCI Global Impact ETF,57.5,25875000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,45.035,162126000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,14.305,52213250,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
TUR,iShares MSCI Turkey ETF,40.5,370575000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tur
UAE,iShares MSCI UAE Capped ETF,16.78,41950000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,56.59,14147500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,312.15,9614220000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,176.45,1226327500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,25.5,2550000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amca
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,32.95,46130000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,9.0488,121253920,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,69.95,352548000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,35.735,1164961000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
IJT,iShares S&P Small-Cap 600 Growth ETF,162.58,4714820000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,94.9,17124705000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.28,6561660000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shv
CRED,iShares U.S. Credit Bond ETF,111.22,1490348000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cred
PFF,iShares U.S. Preferred Stock ETF,38.19,17941662000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pff
ISRL,Isramco; Inc.,122.45,332781263,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,Iteris; Inc.,5.83,189861004.3,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,Itron; Inc.,66.65,2581035380,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,35.15,825161399.7,n/a,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,2.42,37075196.18,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,99.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,99.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,99.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
IXYS,IXYS Corporation,23.8,779904651.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,4.18,23851715.36,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,134.76,2525218183,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,J. W. Mays; Inc.,39.95,80530411,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,J.B. Hunt Transport Services; Inc.,101.86,11179328025,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,j2 Global; Inc.,74.48,3600080250,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,JA Solar Holdings; Co.; Ltd.,7.915,318865288.8,40286202,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,Jack Henry & Associates; Inc.,113.68,8779089422,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,99.99,2942153355,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,30.55,55383209.05,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,Jaguar Health; Inc.,0.179,15922167.25,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,JAKKS Pacific; Inc.,2.625,70842003.75,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,Jamba; Inc.,7.96,122025311.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,James River Group Holdings; Ltd.,39.03,1155573114,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus Henderson SG Global Quality Income ETF,28.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Henderson Small Cap Growth Alpha ETF,35.05,7080100,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,36.45,12830400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,Jason Industries; Inc.,2.06,53490744.86,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,Jason Industries; Inc.,0.0205,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,138.67,8313335280,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,JD.com; Inc.,39.94,36663110798,917954702,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.32,53349240,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.4498,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.92,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.235,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,19,6092292012,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.05,32130744.7,n/a,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,15.425,34638904.45,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
WYIG,JM Global Holding Company,9.9434,55676954.64,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.3399,57897111.98,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.4099,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JMU,JMU Limited,1.09,18977467.89,17410521,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBSS,John B. Sanfilippo & Son; Inc.,57.21,646324768.9,n/a,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,69.83,698034576.2,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNCE,Jounce Therapeutics; Inc.,14.78,475830468.1,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce
JNP,Juniper Pharmaceuticals; Inc.,4.825,52322845.23,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,Juno Therapeutics; Inc.,57.62,6578642325,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,K2M Group Holdings; Inc.,18.57,804610746.4,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,93.93,1587773089,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KALA,Kala Pharmaceuticals; Inc.,19.21,465401630.5,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala
KALV,KalVista Pharmaceuticals; Inc.,13.05,140726384.6,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,4.45,179133593,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,Kandi Technologies Group; Inc.,7.1,340952919.8,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,10.9,513813584.9,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KAAC,Kayne Anderson Acquisition Corp.,9.71,457973509.4,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaac
KAACU,Kayne Anderson Acquisition Corp.,10.0192,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacu
KAACW,Kayne Anderson Acquisition Corp.,0.85,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacw
KBLM,KBL Merger Corp. IV,9.71,144460525,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.29,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.13,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.2,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,6.15,10897898.4,n/a,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,KCAP Financial; Inc.,3.4,126953361.6,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KCAPL,KCAP Financial; Inc.,25.12,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcapl
KRNY,Kearny Financial,14.35,1170213800,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,Kelly Services; Inc.,28.16,1078775442,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,Kelly Services; Inc.,28,1072646036,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,KemPharm; Inc.,3.825,56064669.75,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,9.5,80175392.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,Keryx Biopharmaceuticals; Inc.,4.82,572376113.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,26.2,71102005.4,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,Key Technology; Inc.,15.33,99444606.24,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,7.52,80912793.6,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,Kforce; Inc.,24.05,636537867.6,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,Kimball Electronics; Inc.,19.65,528409014.6,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,Kimball International; Inc.,18.44,691216226.8,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,Kindred Biosciences; Inc.,7.15,201285463,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,2.24,147882262.1,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,Kingstone Companies; Inc,17.35,184439036.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,3.67,2621756.25,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KNSL,Kinsale Capital Group; Inc.,43.59,914025938.1,n/a,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
KIRK,Kirkland&#39;s; Inc.,11.71,187490789,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KTOV,Kitov Pharmaceuticals Holdings Ltd.,2.14,13782631.48,6440482,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.6505,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,102.42,16050023425,n/a,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLXI,KLX Inc.,54.88,2822127936,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,Kona Grill; Inc.,2,20204054,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KOPN,Kopin Corporation,3.36,252526051.7,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,15.7,529640096.6,n/a,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.571,11598231.13,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,58.21,197914000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,Kratos Defense & Security Solutions; Inc.,10.62,1097019716,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KRYS,Krystal Biotech; Inc.,10.18,98168254.46,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/krys
KLIC,Kulicke and Soffa Industries; Inc.,23.62,1679331217,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,Kura Oncology; Inc.,16.4,350545227.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,KVH Industries; Inc.,11.2,191631507.2,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,22.5,232702785,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,34.85,771761718.6,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LSBK,Lake Shore Bancorp; Inc.,15.944,97295421.97,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LBAI,Lakeland Bancorp; Inc.,19.1,904436837.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,47.62,1191770930,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,Lakeland Industries; Inc.,14.55,116872133,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,207.39,33586032373,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,75.01,7383361742,n/a,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,123.48,3388611137,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LCA,Landcadia Holdings; Inc.,9.99,312187500,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca
LCAHU,Landcadia Holdings; Inc.,10.72,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu
LCAHW,Landcadia Holdings; Inc.,0.75,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,12.25,336957222,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,29.2,113114405.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,17.1,391327891.2,n/a,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
